 

stn;time;tre200s0;ure200s0
BER;202307240850;21.8;73.5
BER;202307240900;21.4;73.8
BER;202307240910;21.1;71.8
BER;202307240920;21.5;74.9
BER;202307240930;22.4;73.1
BER;202307240940;22.3;72.1
BER;202307240950;21.8;70.5
BER;202307241000;22.0;72.8
BER;202307241010;22.0;74.8
BER;202307241020;21.9;72.4
BER;202307241030;22.2;73.0
BER;202307241040;22.1;71.7
BER;202307241050;21.9;72.1
BER;202307241100;22.0;73.3
BER;202307241110;22.6;70.7
BER;202307241120;22.3;74.6
BER;202307241130;23.1;72.1
BER;202307241140;23.1;66.5
BER;202307241150;24.1;65.3
BER;202307241200;24.6;60.2
BER;202307241210;24.9;55.8
BER;202307241220;25.1;58.6
BER;202307241230;24.8;57.4
BER;202307241240;24.7;55.8
BER;202307241250;24.1;58.8
BER;202307241300;24.0;55.7
BER;202307241310;23.5;58.8
BER;202307241320;23.1;60.3
BER;202307241330;23.1;59.4
BER;202307241340;22.4;72.3
BER;202307241350;22.7;65.9
BER;202307241400;22.9;68.6
BER;202307241410;23.4;62.8
BER;202307241420;23.4;59.4
BER;202307241430;23.6;60.2
BER;202307241440;24.1;61.0
BER;202307241450;23.9;58.9
BER;202307241500;23.6;60.0
BER;202307241510;23.6;64.6
BER;202307241520;24.1;64.9
BER;202307241530;22.5;66.4
BER;202307241540;22.0;65.5
BER;202307241550;21.6;66.7
BER;202307241600;20.8;74.3
BER;202307241610;19.7;82.6
BER;202307241620;19.8;84.8
BER;202307241630;20.2;81.0
BER;202307241640;20.5;81.2
BER;202307241650;20.4;80.9
BER;202307241700;20.4;80.1
BER;202307241710;20.6;85.0
BER;202307241720;20.3;87.7
BER;202307241730;20.4;86.1
BER;202307241740;20.3;84.6
BER;202307241750;20.2;88.1
BER;202307241800;19.6;89.3
BER;202307241810;19.3;87.1
BER;202307241820;19.3;84.8
BER;202307241830;18.5;90.4
BER;202307241840;18.2;90.9
BER;202307241850;18.1;94.1
BER;202307241900;17.9;93.4
BER;202307241910;17.8;93.3
BER;202307241920;17.7;93.9
BER;202307241930;17.6;93.6
BER;202307241940;17.5;94.1
BER;202307241950;17.4;93.2
BER;202307242000;17.4;93.4
BER;202307242010;17.2;94.5
BER;202307242020;17.2;95.2
BER;202307242030;17.1;94.9
BER;202307242040;17.6;91.6
BER;202307242050;17.8;92.8
BER;202307242100;17.9;93.3
BER;202307242110;17.3;94.5
BER;202307242120;17.7;90.9
BER;202307242130;17.7;90.8
BER;202307242140;17.6;90.8
BER;202307242150;18.3;82.9
BER;202307242200;17.5;93.0
BER;202307242210;17.6;91.3
BER;202307242220;17.7;90.5
BER;202307242230;17.7;90.2
BER;202307242240;17.7;89.4
BER;202307242250;18.0;87.3
BER;202307242300;17.7;89.7
BER;202307242310;17.6;92.2
BER;202307242320;18.0;90.0
BER;202307242330;17.7;91.2
BER;202307242340;17.9;90.7
BER;202307242350;17.9;90.7
BER;202307250000;18.1;91.6
BER;202307250010;17.7;93.3
BER;202307250020;17.8;93.2
BER;202307250030;17.6;93.6
BER;202307250040;17.1;96.5
BER;202307250050;17.4;95.1
BER;202307250100;17.3;95.7
BER;202307250110;17.3;95.5
BER;202307250120;17.3;96.2
BER;202307250130;17.4;96.7
BER;202307250140;17.5;95.8
BER;202307250150;17.4;95.2
BER;202307250200;17.4;94.1
BER;202307250210;17.3;92.9
BER;202307250220;17.3;91.6
BER;202307250230;17.1;92.5
BER;202307250240;17.1;92.1
BER;202307250250;16.9;92.0
BER;202307250300;16.8;92.2
BER;202307250310;16.8;91.5
BER;202307250320;16.8;90.3
BER;202307250330;16.8;89.1
BER;202307250340;16.8;87.3
BER;202307250350;16.9;84.4
BER;202307250400;16.8;83.6
BER;202307250410;16.6;84.2
BER;202307250420;16.7;83.4
BER;202307250430;16.7;82.9
BER;202307250440;16.8;81.9
BER;202307250450;16.7;84.0
BER;202307250500;16.8;83.6
BER;202307250510;16.9;81.1
BER;202307250520;16.7;81.0
BER;202307250530;16.9;79.6
BER;202307250540;16.9;80.2
BER;202307250550;17.0;81.3
BER;202307250600;16.9;79.1
BER;202307250610;17.2;80.1
BER;202307250620;17.2;78.4
BER;202307250630;17.4;77.4
BER;202307250640;18.1;77.3
BER;202307250650;17.8;73.6
BER;202307250700;17.8;74.3
BER;202307250710;17.7;72.7
BER;202307250720;17.9;73.6
BER;202307250730;17.9;70.0
BER;202307250740;17.5;68.9
BER;202307250750;17.8;73.1
BER;202307250800;17.3;71.5
BER;202307250810;18.2;71.2
BER;202307250820;17.9;67.7
BER;202307250830;18.6;61.8
BER;202307250840;19.0;60.6
BER;202307250850;19.7;59.5
BER;202307250900;19.8;61.1
BER;202307250910;19.9;58.3
BER;202307250920;18.9;58.5
BER;202307250930;18.6;59.3
BER;202307250940;17.6;68.0
BER;202307250950;17.9;66.5
BER;202307251000;17.7;72.2
BER;202307251010;17.8;70.6
BER;202307251020;18.7;68.5
BER;202307251030;19.0;71.1
BER;202307251040;17.2;73.5
BER;202307251050;17.8;72.6
BER;202307251100;19.1;64.8
BER;202307251110;19.4;62.6
BER;202307251120;19.8;64.3
BER;202307251130;19.1;63.2
BER;202307251140;19.2;61.3
BER;202307251150;18.3;69.4
BER;202307251200;19.2;64.1
BER;202307251210;19.1;66.9
BER;202307251220;19.6;60.2
BER;202307251230;19.2;61.7
BER;202307251240;17.9;71.0
BER;202307251250;14.4;87.8
BER;202307251300;14.4;90.1
BER;202307251310;14.8;89.6
BER;202307251320;15.2;90.5
BER;202307251330;15.6;88.9
BER;202307251340;16.9;86.7
BER;202307251350;17.0;85.8
BER;202307251400;17.9;79.8
BER;202307251410;17.6;73.2
BER;202307251420;17.7;69.0
BER;202307251430;17.8;67.7
BER;202307251440;18.2;65.1
BER;202307251450;18.7;61.4
BER;202307251500;18.3;58.3
BER;202307251510;19.0;58.4
BER;202307251520;19.5;51.2
BER;202307251530;19.3;52.3
BER;202307251540;19.7;48.8
BER;202307251550;19.7;50.8
BER;202307251600;20.2;50.6
BER;202307251610;20.4;49.0
BER;202307251620;19.9;47.2
BER;202307251630;19.7;49.1
BER;202307251640;19.4;51.2
BER;202307251650;17.9;58.5
BER;202307251700;16.9;64.2
BER;202307251710;16.6;63.1
BER;202307251720;15.9;71.5
BER;202307251730;15.7;74.7
BER;202307251740;15.7;71.4
BER;202307251750;15.8;69.3
BER;202307251800;15.7;69.3
BER;202307251810;15.9;65.2
BER;202307251820;15.7;64.8
BER;202307251830;15.7;65.1
BER;202307251840;15.5;67.3
BER;202307251850;15.2;69.7
BER;202307251900;14.6;75.7
BER;202307251910;14.1;80.1
BER;202307251920;13.6;83.0
BER;202307251930;13.5;85.3
BER;202307251940;13.3;88.1
BER;202307251950;13.1;89.8
BER;202307252000;13.2;90.1
BER;202307252010;13.2;90.1
BER;202307252020;13.2;89.9
BER;202307252030;13.2;89.5
BER;202307252040;13.3;88.6
BER;202307252050;13.3;86.9
BER;202307252100;13.1;88.2
BER;202307252110;13.0;87.0
BER;202307252120;12.9;88.9
BER;202307252130;12.8;88.8
BER;202307252140;13.1;87.4
BER;202307252150;13.1;87.2
BER;202307252200;13.0;87.5
BER;202307252210;12.9;88.4
BER;202307252220;12.7;87.7
BER;202307252230;12.5;87.7
BER;202307252240;12.6;87.0
BER;202307252250;12.6;88.0
BER;202307252300;12.5;88.0
BER;202307252310;12.4;89.0
BER;202307252320;12.5;88.0
BER;202307252330;12.3;89.0
BER;202307252340;12.3;90.1
BER;202307252350;12.2;90.8
BER;202307260000;12.1;90.2
BER;202307260010;12.2;88.7
BER;202307260020;12.1;89.9
BER;202307260030;11.9;91.7
BER;202307260040;12.4;88.8
BER;202307260050;12.3;89.5
BER;202307260100;12.6;84.0
BER;202307260110;12.3;89.2
BER;202307260120;12.2;89.6
BER;202307260130;12.1;90.8
BER;202307260140;12.0;91.2
BER;202307260150;12.0;90.9
BER;202307260200;12.0;91.4
BER;202307260210;11.9;91.8
BER;202307260220;12.1;91.4
BER;202307260230;12.2;89.4
BER;202307260240;12.3;88.7
BER;202307260250;12.2;90.8
BER;202307260300;12.2;90.3
BER;202307260310;12.4;88.5
BER;202307260320;12.4;88.7
BER;202307260330;12.3;89.6
BER;202307260340;12.6;87.6
BER;202307260350;12.4;88.2
BER;202307260400;12.5;87.2
BER;202307260410;12.3;89.6
BER;202307260420;12.3;91.1
BER;202307260430;12.3;90.6
BER;202307260440;12.3;88.5
BER;202307260450;12.4;88.5
BER;202307260500;12.4;89.1
BER;202307260510;12.5;86.1
BER;202307260520;12.4;87.8
BER;202307260530;12.4;88.3
BER;202307260540;12.5;88.5
BER;202307260550;12.4;85.6
BER;202307260600;12.4;87.1
BER;202307260610;12.5;88.5
BER;202307260620;12.5;86.7
BER;202307260630;12.8;86.6
BER;202307260640;12.8;87.3
BER;202307260650;13.1;84.6
BER;202307260700;13.3;82.3
BER;202307260710;13.4;80.6
BER;202307260720;12.7;87.6
BER;202307260730;12.8;88.0
BER;202307260740;13.3;87.8
BER;202307260750;13.4;85.4
BER;202307260800;13.3;87.0
BER;202307260810;13.2;84.6
BER;202307260820;13.4;84.8
BER;202307260830;14.1;82.8
BER;202307260840;14.3;81.8
BER;202307260850;14.6;80.6
BER;202307260900;15.2;80.4
BER;202307260910;15.0;76.7
BER;202307260920;14.9;79.4
BER;202307260930;15.0;79.4
BER;202307260940;15.4;70.2
BER;202307260950;16.6;67.4
BER;202307261000;16.6;68.0
BER;202307261010;16.1;66.2
BER;202307261020;16.9;65.7
BER;202307261030;17.1;59.3
BER;202307261040;16.7;60.2
BER;202307261050;16.7;59.4
BER;202307261100;17.1;55.2
BER;202307261110;16.8;59.8
BER;202307261120;16.9;55.5
BER;202307261130;17.8;56.4
BER;202307261140;16.9;58.1
BER;202307261150;16.5;58.5
BER;202307261200;16.9;62.7
BER;202307261210;17.0;60.3
BER;202307261220;17.7;57.1
BER;202307261230;17.7;50.3
BER;202307261240;18.6;52.6
BER;202307261250;18.5;51.6
BER;202307261300;18.4;50.2
BER;202307261310;18.9;46.3
BER;202307261320;19.1;50.2
BER;202307261330;19.6;52.5
BER;202307261340;18.4;50.8
BER;202307261350;18.8;51.8
BER;202307261400;19.4;46.7
BER;202307261410;19.4;46.6
BER;202307261420;19.7;45.6
BER;202307261430;20.2;47.8
BER;202307261440;19.8;48.6
BER;202307261450;18.7;47.0
BER;202307261500;18.8;47.5
BER;202307261510;18.4;51.8
BER;202307261520;18.1;51.9
BER;202307261530;18.3;51.4
BER;202307261540;18.4;50.5
BER;202307261550;18.5;49.5
BER;202307261600;18.8;49.6
BER;202307261610;18.7;49.3
BER;202307261620;18.9;49.5
BER;202307261630;18.8;50.2
BER;202307261640;19.0;48.9
BER;202307261650;18.9;47.4
BER;202307261700;19.1;50.0
BER;202307261710;18.8;49.5
BER;202307261720;18.9;48.3
BER;202307261730;18.9;49.3
BER;202307261740;18.6;53.2
BER;202307261750;18.6;50.8
BER;202307261800;18.4;50.0
BER;202307261810;18.0;51.5
BER;202307261820;18.2;48.5
BER;202307261830;18.0;50.1
BER;202307261840;17.5;53.7
BER;202307261850;16.9;57.3
BER;202307261900;15.8;64.6
BER;202307261910;15.0;71.0
BER;202307261920;14.9;73.8
BER;202307261930;14.3;81.3
BER;202307261940;14.1;84.6
BER;202307261950;14.3;77.8
BER;202307262000;15.3;70.7
BER;202307262010;13.4;83.7
BER;202307262020;13.4;79.7
BER;202307262030;13.9;76.5
BER;202307262040;12.9;82.8
BER;202307262050;12.2;84.9
BER;202307262100;12.6;81.1
BER;202307262110;12.3;83.1
BER;202307262120;12.4;83.6
BER;202307262130;12.8;81.2
BER;202307262140;13.0;79.4
BER;202307262150;12.0;85.3
BER;202307262200;12.5;81.7
BER;202307262210;11.9;85.2
BER;202307262220;13.3;76.6
BER;202307262230;13.9;72.7
BER;202307262240;13.6;75.2
BER;202307262250;13.6;75.5
BER;202307262300;13.5;75.7
BER;202307262310;13.3;76.8
BER;202307262320;12.9;78.5
BER;202307262330;11.8;85.9
BER;202307262340;11.8;83.1
BER;202307262350;11.3;87.0
BER;202307270000;12.2;81.7
BER;202307270010;12.7;78.7
BER;202307270020;12.9;76.9
BER;202307270030;12.8;77.2
BER;202307270040;12.7;77.8
BER;202307270050;12.1;80.6
BER;202307270100;11.8;82.7
BER;202307270110;12.5;79.4
BER;202307270120;12.3;80.6
BER;202307270130;12.4;79.7
BER;202307270140;12.4;79.7
BER;202307270150;12.3;79.8
BER;202307270200;12.5;79.0
BER;202307270210;12.5;78.2
BER;202307270220;12.5;78.3
BER;202307270230;12.4;79.4
BER;202307270240;12.4;78.7
BER;202307270250;12.5;77.4
BER;202307270300;12.3;79.0
BER;202307270310;12.4;78.0
BER;202307270320;12.4;79.2
BER;202307270330;12.0;83.4
BER;202307270340;12.0;83.4
BER;202307270350;11.5;86.6
BER;202307270400;11.5;86.4
BER;202307270410;11.3;89.3
BER;202307270420;12.1;82.2
BER;202307270430;11.4;90.0
BER;202307270440;11.3;90.3
BER;202307270450;11.4;90.6
BER;202307270500;11.6;89.0
BER;202307270510;11.8;88.1
BER;202307270520;11.9;88.4
BER;202307270530;12.0;87.8
BER;202307270540;12.3;86.1
BER;202307270550;12.4;85.7
BER;202307270600;12.7;85.4
BER;202307270610;12.6;87.6
BER;202307270620;12.8;85.3
BER;202307270630;13.1;81.6
BER;202307270640;13.0;81.6
BER;202307270650;13.8;75.1
BER;202307270700;14.2;70.7
BER;202307270710;14.6;69.6
BER;202307270720;15.1;68.8
BER;202307270730;16.0;67.9
BER;202307270740;15.8;73.0
BER;202307270750;15.8;68.7
BER;202307270800;16.1;66.7
BER;202307270810;16.6;63.3
BER;202307270820;16.6;63.9
BER;202307270830;16.7;63.9
BER;202307270840;16.9;64.0
BER;202307270850;17.4;59.9
BER;202307270900;17.4;60.2
BER;202307270910;17.5;59.2
BER;202307270920;18.5;58.3
BER;202307270930;18.2;59.4
BER;202307270940;18.8;55.1
BER;202307270950;18.6;56.5
BER;202307271000;19.3;54.6
BER;202307271010;19.6;57.6
BER;202307271020;20.6;51.1
BER;202307271030;21.4;53.3
BER;202307271040;21.5;52.2
BER;202307271050;21.6;53.8
BER;202307271100;21.6;53.8
BER;202307271110;22.6;49.5
BER;202307271120;22.6;43.3
BER;202307271130;22.9;49.3
BER;202307271140;24.3;48.4
BER;202307271150;23.5;45.5
BER;202307271200;24.1;42.2
BER;202307271210;24.3;41.2
BER;202307271220;24.0;41.4
BER;202307271230;24.0;42.9
BER;202307271240;23.8;42.5
BER;202307271250;23.9;41.9
BER;202307271300;24.1;42.2
BER;202307271310;24.8;40.8
BER;202307271320;25.6;40.3
BER;202307271330;25.1;41.4
BER;202307271340;26.2;41.4
BER;202307271350;25.9;36.0
BER;202307271400;26.7;36.9
BER;202307271410;26.3;38.1
BER;202307271420;26.5;39.3
BER;202307271430;25.7;35.3
BER;202307271440;26.3;39.1
BER;202307271450;26.4;34.7
BER;202307271500;26.3;33.1
BER;202307271510;26.8;36.5
BER;202307271520;26.6;35.9
BER;202307271530;26.8;35.6
BER;202307271540;26.7;35.7
BER;202307271550;26.5;37.0
BER;202307271600;26.7;35.5
BER;202307271610;26.6;35.8
BER;202307271620;26.6;37.9
BER;202307271630;26.5;35.4
BER;202307271640;26.6;34.9
BER;202307271650;26.6;34.0
BER;202307271700;26.5;36.2
BER;202307271710;26.3;36.9
BER;202307271720;26.1;35.7
BER;202307271730;26.3;35.4
BER;202307271740;26.1;35.9
BER;202307271750;25.9;36.7
BER;202307271800;25.5;39.3
BER;202307271810;25.4;38.8
BER;202307271820;25.0;40.9
BER;202307271830;24.8;41.3
BER;202307271840;24.4;41.7
BER;202307271850;23.9;42.9
BER;202307271900;24.1;41.6
BER;202307271910;22.8;45.8
BER;202307271920;22.5;46.8
BER;202307271930;22.8;45.1
BER;202307271940;22.4;45.9
BER;202307271950;20.9;54.3
BER;202307272000;21.1;51.8
BER;202307272010;19.9;57.6
BER;202307272020;18.6;66.0
BER;202307272030;19.0;62.1
BER;202307272040;18.7;64.4
BER;202307272050;17.0;74.8
BER;202307272100;16.9;73.6
BER;202307272110;16.1;79.8
BER;202307272120;16.0;78.0
BER;202307272130;17.9;68.3
BER;202307272140;17.9;67.9
BER;202307272150;17.4;69.5
BER;202307272200;16.9;72.6
BER;202307272210;15.7;79.9
BER;202307272220;17.5;69.7
BER;202307272230;18.0;67.9
BER;202307272240;16.8;77.0
BER;202307272250;18.2;66.8
BER;202307272300;18.4;66.7
BER;202307272310;18.5;65.1
BER;202307272320;18.4;66.6
BER;202307272330;18.4;66.8
BER;202307272340;18.4;65.7
BER;202307272350;18.7;63.9
BER;202307280000;18.6;64.9
BER;202307280010;18.3;65.7
BER;202307280020;17.8;68.5
BER;202307280030;17.8;68.6
BER;202307280040;18.2;65.5
BER;202307280050;18.1;66.1
BER;202307280100;18.0;67.9
BER;202307280110;17.8;69.2
BER;202307280120;17.7;70.5
BER;202307280130;17.1;74.4
BER;202307280140;16.8;77.2
BER;202307280150;17.0;74.4
BER;202307280200;16.6;77.6
BER;202307280210;16.7;76.8
BER;202307280220;16.7;75.2
BER;202307280230;15.4;83.5
BER;202307280240;14.7;89.0
BER;202307280250;15.5;86.0
BER;202307280300;16.0;77.5
BER;202307280310;15.8;79.4
BER;202307280320;15.4;82.4
BER;202307280330;15.2;87.5
BER;202307280340;17.0;72.4
BER;202307280350;17.4;71.2
BER;202307280400;16.8;74.8
BER;202307280410;16.6;76.3
BER;202307280420;16.8;76.0
BER;202307280430;16.5;79.1
BER;202307280440;16.9;75.1
BER;202307280450;16.7;77.5
BER;202307280500;17.1;74.1
BER;202307280510;17.5;74.5
BER;202307280520;18.4;73.4
BER;202307280530;18.6;70.0
BER;202307280540;19.4;67.8
BER;202307280550;19.8;68.1
BER;202307280600;20.3;67.8
BER;202307280610;20.5;63.4
BER;202307280620;20.8;62.4
BER;202307280630;20.6;63.0
BER;202307280640;20.7;64.9
BER;202307280650;21.4;62.6
BER;202307280700;21.7;63.1
BER;202307280710;22.2;62.0
BER;202307280720;22.4;59.9
BER;202307280730;22.5;60.4
BER;202307280740;22.9;59.2
BER;202307280750;23.1;58.2
BER;202307280800;23.0;58.3
BER;202307280810;23.9;59.2
BER;202307280820;23.0;57.1
BER;202307280830;23.1;59.4
BER;202307280840;23.2;60.8
BER;202307280850;24.4;60.4
BER;202307280900;25.3;53.4
BER;202307280910;24.7;54.3
BER;202307280920;24.8;50.0
BER;202307280930;24.3;53.5
BER;202307280940;24.1;51.6
BER;202307280950;24.4;53.2
BER;202307281000;24.2;52.8
BER;202307281010;24.3;51.4
BER;202307281020;24.2;52.7
BER;202307281030;24.3;51.9
BER;202307281040;24.1;55.3
BER;202307281050;24.3;53.4
BER;202307281100;26.1;51.8
BER;202307281110;25.1;47.7
BER;202307281120;24.7;49.1
BER;202307281130;24.8;50.5
BER;202307281140;24.8;47.9
BER;202307281150;24.9;48.1
BER;202307281200;25.0;47.0
BER;202307281210;24.4;46.9
BER;202307281220;24.3;50.5
BER;202307281230;24.4;50.1
BER;202307281240;24.9;48.1
BER;202307281250;25.0;49.0
BER;202307281300;25.0;46.8
BER;202307281310;25.4;46.6
BER;202307281320;25.9;44.0
BER;202307281330;26.7;38.6
BER;202307281340;27.3;41.2
BER;202307281350;26.8;39.2
BER;202307281400;27.5;40.1
BER;202307281410;27.1;39.6
BER;202307281420;26.3;42.0
BER;202307281430;25.8;42.2
BER;202307281440;25.4;44.7
BER;202307281450;24.3;55.4
BER;202307281500;22.6;67.8
BER;202307281510;22.3;69.2
BER;202307281520;22.8;65.4
BER;202307281530;22.5;65.6
BER;202307281540;22.1;67.9
BER;202307281550;20.9;70.4
BER;202307281600;21.3;81.2
BER;202307281610;20.1;88.1
BER;202307281620;20.7;82.4
BER;202307281630;20.5;84.2
BER;202307281640;20.4;87.5
BER;202307281650;20.0;91.2
BER;202307281700;20.2;87.5
BER;202307281710;21.2;79.3
BER;202307281720;21.2;79.1
BER;202307281730;20.9;80.1
BER;202307281740;20.7;84.8
BER;202307281750;21.0;80.0
BER;202307281800;20.7;88.4
BER;202307281810;20.3;86.1
BER;202307281820;20.4;84.4
BER;202307281830;20.4;82.5
BER;202307281840;19.6;88.0
BER;202307281850;19.1;90.0
BER;202307281900;19.1;90.4
BER;202307281910;18.8;92.4
BER;202307281920;17.8;94.6
BER;202307281930;18.3;92.6
BER;202307281940;18.3;94.6
BER;202307281950;18.5;91.6
BER;202307282000;18.5;89.8
BER;202307282010;18.4;91.1
BER;202307282020;18.5;90.7
BER;202307282030;18.5;91.9
BER;202307282040;18.2;93.9
BER;202307282050;18.3;93.5
BER;202307282100;18.4;93.2
BER;202307282110;18.4;93.0
BER;202307282120;18.2;94.8
BER;202307282130;18.3;93.7
BER;202307282140;18.1;93.8
BER;202307282150;18.0;94.5
BER;202307282200;18.0;94.4
BER;202307282210;17.9;94.8
BER;202307282220;17.8;95.5
BER;202307282230;17.8;95.5
BER;202307282240;17.9;95.2
BER;202307282250;17.6;95.4
BER;202307282300;17.4;95.9
BER;202307282310;17.2;95.7
BER;202307282320;16.8;96.6
BER;202307282330;16.9;95.7
BER;202307282340;17.2;95.3
BER;202307282350;16.8;96.4
BER;202307290000;16.6;96.6
BER;202307290010;16.3;96.6
BER;202307290020;17.0;95.3
BER;202307290030;17.0;95.7
BER;202307290040;16.5;96.9
BER;202307290050;16.6;97.0
BER;202307290100;16.6;96.6
BER;202307290110;16.9;96.7
BER;202307290120;17.0;96.3
BER;202307290130;17.0;94.3
BER;202307290140;17.0;92.4
BER;202307290150;17.2;91.3
BER;202307290200;16.9;93.6
BER;202307290210;17.2;92.6
BER;202307290220;17.2;95.7
BER;202307290230;17.4;91.6
BER;202307290240;17.3;91.4
BER;202307290250;17.4;90.9
BER;202307290300;17.3;91.9
BER;202307290310;17.5;89.1
BER;202307290320;17.2;90.0
BER;202307290330;17.1;92.1
BER;202307290340;17.0;92.8
BER;202307290350;17.0;93.0
BER;202307290400;17.1;92.5
BER;202307290410;17.0;92.5
BER;202307290420;17.0;92.2
BER;202307290430;17.2;91.7
BER;202307290440;17.3;91.2
BER;202307290450;17.3;91.2
BER;202307290500;17.4;90.8
BER;202307290510;17.6;89.5
BER;202307290520;17.7;87.9
BER;202307290530;17.7;87.5
BER;202307290540;18.0;85.5
BER;202307290550;18.1;87.0
BER;202307290600;18.3;85.2
BER;202307290610;18.4;86.3
BER;202307290620;18.5;85.3
BER;202307290630;19.4;84.9
BER;202307290640;19.0;81.3
BER;202307290650;18.9;83.0
BER;202307290700;18.8;83.8
BER;202307290710;19.7;82.5
BER;202307290720;20.2;80.5
BER;202307290730;20.6;78.5
BER;202307290740;21.0;77.4
BER;202307290750;21.0;76.6
BER;202307290800;21.0;73.7
BER;202307290810;21.4;75.3
BER;202307290820;22.0;73.4
BER;202307290830;22.4;70.4
BER;202307290840;22.7;71.4
BER;202307290850;23.2;69.6
BER;202307290900;23.4;69.3
BER;202307290910;23.3;66.7
BER;202307290920;24.5;66.8
BER;202307290930;24.7;61.3
BER;202307290940;25.8;60.0
BER;202307290950;24.8;54.1
BER;202307291000;25.4;53.3
BER;202307291010;25.0;55.4
BER;202307291020;25.8;53.0
BER;202307291030;25.8;54.3
BER;202307291040;25.6;51.6
BER;202307291050;25.4;49.0
BER;202307291100;25.2;51.1
BER;202307291110;25.1;53.5
BER;202307291120;25.0;55.1
BER;202307291130;25.1;55.4
BER;202307291140;24.9;53.0
BER;202307291150;24.6;53.3
BER;202307291200;24.2;54.4
BER;202307291210;24.3;55.3
BER;202307291220;24.5;53.3
BER;202307291230;24.5;48.2
BER;202307291240;24.2;54.8
BER;202307291250;24.1;53.2
BER;202307291300;23.8;56.0
BER;202307291310;23.4;58.2
BER;202307291320;23.3;59.8
BER;202307291330;22.9;62.7
BER;202307291340;22.0;64.9
BER;202307291350;21.2;71.3
BER;202307291400;20.8;75.6
BER;202307291410;20.3;79.0
BER;202307291420;20.0;82.8
BER;202307291430;19.8;83.4
BER;202307291440;19.9;83.2
BER;202307291450;19.8;81.9
BER;202307291500;19.8;80.4
BER;202307291510;19.9;76.8
BER;202307291520;19.3;79.1
BER;202307291530;19.1;80.7
BER;202307291540;18.9;86.9
BER;202307291550;18.7;85.6
BER;202307291600;18.6;84.3
BER;202307291610;18.2;85.6
BER;202307291620;18.0;87.7
BER;202307291630;17.7;89.1
BER;202307291640;17.7;90.1
BER;202307291650;17.7;90.4
BER;202307291700;17.7;88.6
BER;202307291710;17.6;88.1
BER;202307291720;17.5;90.1
BER;202307291730;17.5;90.2
BER;202307291740;17.4;92.1
BER;202307291750;17.5;92.0
BER;202307291800;17.6;91.8
BER;202307291810;17.5;92.6
BER;202307291820;17.6;91.8
BER;202307291830;17.7;91.8
BER;202307291840;17.8;90.9
BER;202307291850;17.9;90.3
BER;202307291900;17.8;90.3
BER;202307291910;17.6;92.2
BER;202307291920;17.7;92.3
BER;202307291930;17.6;92.5
BER;202307291940;17.6;91.5
BER;202307291950;17.7;91.3
BER;202307292000;17.8;90.7
BER;202307292010;17.6;91.7
BER;202307292020;17.6;91.3
BER;202307292030;17.7;89.7
BER;202307292040;17.6;90.4
BER;202307292050;17.3;92.9
BER;202307292100;17.6;91.4
BER;202307292110;17.5;92.3
BER;202307292120;17.3;92.1
BER;202307292130;17.4;93.3
BER;202307292140;17.2;94.6
BER;202307292150;16.9;95.7
BER;202307292200;17.1;94.0
BER;202307292210;17.3;92.0
BER;202307292220;17.0;94.3
BER;202307292230;17.0;95.8
BER;202307292240;17.0;96.3
BER;202307292250;17.2;94.2
BER;202307292300;16.9;95.7
BER;202307292310;17.1;94.2
BER;202307292320;17.0;95.6
BER;202307292330;16.8;96.0
BER;202307292340;17.1;94.2
BER;202307292350;17.1;94.4
BER;202307300000;17.2;93.9
BER;202307300010;17.0;94.7
BER;202307300020;17.3;92.9
BER;202307300030;17.3;92.4
BER;202307300040;17.1;93.9
BER;202307300050;16.9;95.0
BER;202307300100;17.1;94.1
BER;202307300110;17.2;93.4
BER;202307300120;17.2;93.3
BER;202307300130;17.1;94.5
BER;202307300140;17.1;92.3
BER;202307300150;17.1;93.3
BER;202307300200;17.1;92.5
BER;202307300210;17.2;91.2
BER;202307300220;17.1;93.1
BER;202307300230;17.1;93.7
BER;202307300240;17.1;95.1
BER;202307300250;17.0;94.7
BER;202307300300;17.1;93.8
BER;202307300310;17.0;93.5
BER;202307300320;17.1;92.5
BER;202307300330;16.8;94.4
BER;202307300340;17.1;92.7
BER;202307300350;16.9;94.3
BER;202307300400;16.9;92.8
BER;202307300410;16.9;93.7
BER;202307300420;16.9;93.7
BER;202307300430;17.0;93.6
BER;202307300440;17.0;93.6
BER;202307300450;16.7;94.4
BER;202307300500;16.9;94.2
BER;202307300510;17.0;93.7
BER;202307300520;17.3;93.6
BER;202307300530;17.6;92.8
BER;202307300540;17.6;91.4
BER;202307300550;17.7;90.2
BER;202307300600;18.2;91.7
BER;202307300610;18.2;88.1
BER;202307300620;18.1;87.6
BER;202307300630;18.3;87.4
BER;202307300640;18.7;87.7
BER;202307300650;18.5;86.3
BER;202307300700;19.1;84.8
BER;202307300710;18.9;83.5
BER;202307300720;18.9;81.8
BER;202307300730;19.2;78.2
BER;202307300740;19.0;78.9
BER;202307300750;18.6;84.4
BER;202307300800;18.8;83.0
BER;202307300810;18.8;82.0
BER;202307300820;19.2;80.8
BER;202307300830;19.2;82.1
BER;202307300840;19.4;75.2
BER;202307300850;20.0;75.1
BER;202307300900;19.9;72.9
BER;202307300910;19.8;73.7
BER;202307300920;19.7;69.1
BER;202307300930;20.3;71.7
BER;202307300940;19.9;69.8
BER;202307300950;20.8;69.1
BER;202307301000;20.1;66.3
BER;202307301010;21.5;68.9
