 

stn;time;tre200s0;ure200s0
BER;202305211450;23.5;41.6
BER;202305211500;23.9;39.6
BER;202305211510;23.9;41.5
BER;202305211520;23.9;38.5
BER;202305211530;24.2;38.0
BER;202305211540;24.1;38.7
BER;202305211550;23.6;34.8
BER;202305211600;24.1;38.5
BER;202305211610;24.3;40.5
BER;202305211620;24.0;39.7
BER;202305211630;24.0;43.4
BER;202305211640;23.5;43.3
BER;202305211650;22.8;53.2
BER;202305211700;21.9;50.3
BER;202305211710;21.3;48.3
BER;202305211720;19.5;69.3
BER;202305211730;18.2;78.8
BER;202305211740;18.1;77.5
BER;202305211750;17.8;76.0
BER;202305211800;17.5;79.0
BER;202305211810;18.2;73.9
BER;202305211820;18.2;73.4
BER;202305211830;18.2;72.9
BER;202305211840;17.6;79.0
BER;202305211850;17.3;82.4
BER;202305211900;17.4;81.9
BER;202305211910;17.6;78.0
BER;202305211920;17.6;79.2
BER;202305211930;18.0;69.6
BER;202305211940;17.6;73.3
BER;202305211950;17.4;74.2
BER;202305212000;17.3;73.6
BER;202305212010;16.8;76.6
BER;202305212020;16.0;83.2
BER;202305212030;15.4;80.0
BER;202305212040;14.9;83.9
BER;202305212050;14.7;87.0
BER;202305212100;14.8;89.4
BER;202305212110;14.6;91.1
BER;202305212120;14.4;93.2
BER;202305212130;14.6;92.6
BER;202305212140;15.0;89.8
BER;202305212150;14.7;94.0
BER;202305212200;14.5;93.6
BER;202305212210;14.4;93.1
BER;202305212220;14.5;93.6
BER;202305212230;14.4;94.7
BER;202305212240;14.5;95.2
BER;202305212250;14.6;96.6
BER;202305212300;14.5;95.1
BER;202305212310;14.5;94.0
BER;202305212320;14.3;93.8
BER;202305212330;14.3;93.0
BER;202305212340;14.1;94.1
BER;202305212350;13.9;93.5
BER;202305220000;13.9;94.5
BER;202305220010;14.0;95.4
BER;202305220020;13.9;94.8
BER;202305220030;13.8;93.7
BER;202305220040;13.6;94.5
BER;202305220050;13.5;96.2
BER;202305220100;13.2;93.7
BER;202305220110;13.1;95.2
BER;202305220120;13.1;95.9
BER;202305220130;13.0;96.4
BER;202305220140;12.7;96.8
BER;202305220150;12.4;97.2
BER;202305220200;12.6;97.8
BER;202305220210;12.0;96.7
BER;202305220220;12.6;94.8
BER;202305220230;12.5;95.9
BER;202305220240;12.6;94.8
BER;202305220250;11.0;98.2
BER;202305220300;11.5;97.7
BER;202305220310;12.1;96.4
BER;202305220320;12.1;96.5
BER;202305220330;11.9;95.6
BER;202305220340;11.7;96.0
BER;202305220350;11.8;95.9
BER;202305220400;11.8;96.8
BER;202305220410;12.0;96.6
BER;202305220420;11.8;98.4
BER;202305220430;12.0;98.8
BER;202305220440;12.0;99.1
BER;202305220450;12.1;98.6
BER;202305220500;12.3;97.8
BER;202305220510;12.3;97.0
BER;202305220520;12.3;97.7
BER;202305220530;12.5;98.2
BER;202305220540;12.7;97.1
BER;202305220550;13.4;96.7
BER;202305220600;13.6;95.9
BER;202305220610;14.0;88.1
BER;202305220620;14.4;85.0
BER;202305220630;14.6;82.5
BER;202305220640;15.0;82.2
BER;202305220650;15.4;82.9
BER;202305220700;15.3;81.7
BER;202305220710;16.0;79.0
BER;202305220720;16.2;79.7
BER;202305220730;16.3;75.2
BER;202305220740;16.3;75.3
BER;202305220750;17.3;74.4
BER;202305220800;17.0;76.6
BER;202305220810;17.8;75.3
BER;202305220820;17.9;74.7
BER;202305220830;17.7;75.5
BER;202305220840;18.3;72.9
BER;202305220850;18.6;74.6
BER;202305220900;19.4;73.9
BER;202305220910;18.5;65.7
BER;202305220920;19.3;69.3
BER;202305220930;19.8;71.2
BER;202305220940;19.1;67.2
BER;202305220950;20.1;68.9
BER;202305221000;19.9;69.9
BER;202305221010;20.1;66.4
BER;202305221020;21.2;67.1
BER;202305221030;21.5;62.9
BER;202305221040;21.4;62.9
BER;202305221050;21.6;57.4
BER;202305221100;21.5;60.4
BER;202305221110;22.1;60.6
BER;202305221120;22.2;61.4
BER;202305221130;22.9;58.5
BER;202305221140;22.9;59.9
BER;202305221150;23.5;49.2
BER;202305221200;23.3;51.5
BER;202305221210;23.7;49.9
BER;202305221220;23.7;48.5
BER;202305221230;23.9;39.3
BER;202305221240;23.8;36.2
BER;202305221250;25.0;37.7
BER;202305221300;24.8;40.3
BER;202305221310;23.9;37.3
BER;202305221320;25.2;40.1
BER;202305221330;25.6;39.7
BER;202305221340;24.6;36.9
BER;202305221350;24.2;40.0
BER;202305221400;23.6;42.8
BER;202305221410;24.8;38.8
BER;202305221420;24.8;37.7
BER;202305221430;24.9;41.4
BER;202305221440;24.6;38.8
BER;202305221450;25.3;39.8
BER;202305221500;24.2;38.2
BER;202305221510;25.1;42.7
BER;202305221520;24.8;40.5
BER;202305221530;22.5;48.5
BER;202305221540;23.0;50.0
BER;202305221550;22.1;53.1
BER;202305221600;22.5;45.8
BER;202305221610;22.9;50.3
BER;202305221620;22.2;49.9
BER;202305221630;22.7;53.3
BER;202305221640;22.9;53.2
BER;202305221650;22.3;54.0
BER;202305221700;21.9;57.6
BER;202305221710;22.1;55.5
BER;202305221720;21.9;56.2
BER;202305221730;22.2;55.3
BER;202305221740;22.2;56.5
BER;202305221750;21.9;58.6
BER;202305221800;21.7;60.1
BER;202305221810;21.6;59.5
BER;202305221820;21.4;64.2
BER;202305221830;21.1;63.1
BER;202305221840;20.7;65.4
BER;202305221850;20.7;64.3
BER;202305221900;20.4;64.8
BER;202305221910;19.7;70.5
BER;202305221920;19.9;67.4
BER;202305221930;19.6;67.4
BER;202305221940;19.3;68.6
BER;202305221950;19.5;66.5
BER;202305222000;18.9;72.2
BER;202305222010;19.2;68.5
BER;202305222020;18.3;74.4
BER;202305222030;18.5;74.0
BER;202305222040;18.7;73.0
BER;202305222050;18.1;78.7
BER;202305222100;18.4;75.8
BER;202305222110;18.5;74.4
BER;202305222120;18.3;75.8
BER;202305222130;18.0;74.2
BER;202305222140;18.0;73.6
BER;202305222150;17.6;74.0
BER;202305222200;17.4;75.8
BER;202305222210;17.5;74.5
BER;202305222220;17.2;77.5
BER;202305222230;17.2;76.2
BER;202305222240;17.2;76.7
BER;202305222250;16.4;84.3
BER;202305222300;16.4;85.3
BER;202305222310;16.3;86.5
BER;202305222320;16.5;83.7
BER;202305222330;16.0;89.5
BER;202305222340;16.2;87.3
BER;202305222350;16.0;87.8
BER;202305230000;15.7;90.2
BER;202305230010;15.6;90.5
BER;202305230020;15.7;91.0
BER;202305230030;15.9;87.9
BER;202305230040;15.4;89.2
BER;202305230050;14.9;90.2
BER;202305230100;15.1;90.8
BER;202305230110;15.1;89.9
BER;202305230120;14.9;91.7
BER;202305230130;15.1;90.8
BER;202305230140;15.1;91.7
BER;202305230150;15.0;90.0
BER;202305230200;14.7;92.8
BER;202305230210;15.0;90.3
BER;202305230220;14.9;90.8
BER;202305230230;14.5;93.3
BER;202305230240;14.5;91.6
BER;202305230250;14.4;91.4
BER;202305230300;14.4;91.3
BER;202305230310;14.1;92.4
BER;202305230320;14.2;93.6
BER;202305230330;14.1;93.1
BER;202305230340;14.1;92.8
BER;202305230350;14.1;92.7
BER;202305230400;14.3;91.4
BER;202305230410;14.4;90.1
BER;202305230420;14.5;91.2
BER;202305230430;14.6;90.2
BER;202305230440;14.8;87.4
BER;202305230450;14.9;87.4
BER;202305230500;14.6;91.5
BER;202305230510;15.0;88.4
BER;202305230520;15.0;88.5
BER;202305230530;15.1;85.9
BER;202305230540;15.4;83.7
BER;202305230550;15.5;82.8
BER;202305230600;15.4;86.1
BER;202305230610;15.5;86.2
BER;202305230620;15.6;83.1
BER;202305230630;15.7;82.8
BER;202305230640;15.8;85.2
BER;202305230650;15.6;88.6
BER;202305230700;15.7;85.7
BER;202305230710;15.8;85.6
BER;202305230720;15.9;86.7
BER;202305230730;16.3;84.3
BER;202305230740;16.7;84.0
BER;202305230750;16.4;83.8
BER;202305230800;16.7;83.2
BER;202305230810;16.7;81.3
BER;202305230820;17.1;82.9
BER;202305230830;17.0;81.9
BER;202305230840;17.2;78.2
BER;202305230850;17.4;76.5
BER;202305230900;17.8;78.0
BER;202305230910;18.0;78.9
BER;202305230920;18.2;76.0
BER;202305230930;18.5;77.6
BER;202305230940;18.4;77.4
BER;202305230950;19.0;75.5
BER;202305231000;19.7;73.3
BER;202305231010;19.2;70.8
BER;202305231020;19.4;72.6
BER;202305231030;19.8;71.3
BER;202305231040;20.9;68.1
BER;202305231050;20.3;65.2
BER;202305231100;20.1;67.5
BER;202305231110;20.0;70.1
BER;202305231120;19.6;73.4
BER;202305231130;19.9;71.5
BER;202305231140;19.6;70.6
BER;202305231150;19.7;69.3
BER;202305231200;19.4;70.5
BER;202305231210;19.6;70.3
BER;202305231220;19.7;74.8
BER;202305231230;20.1;67.8
BER;202305231240;20.1;66.4
BER;202305231250;20.1;63.5
BER;202305231300;20.6;65.1
BER;202305231310;20.5;63.9
BER;202305231320;20.6;63.7
BER;202305231330;21.1;63.6
BER;202305231340;21.5;64.3
BER;202305231350;21.5;60.5
BER;202305231400;21.6;58.6
BER;202305231410;22.0;60.7
BER;202305231420;21.7;59.3
BER;202305231430;21.9;60.7
BER;202305231440;22.0;61.2
BER;202305231450;21.5;56.3
BER;202305231500;22.0;54.9
BER;202305231510;20.6;59.6
BER;202305231520;20.7;59.5
BER;202305231530;20.5;58.7
BER;202305231540;20.5;61.1
BER;202305231550;20.8;58.1
BER;202305231600;20.7;56.7
BER;202305231610;21.2;56.0
BER;202305231620;21.3;54.9
BER;202305231630;21.2;55.0
BER;202305231640;20.8;56.4
BER;202305231650;20.6;53.9
BER;202305231700;20.0;57.3
BER;202305231710;20.1;59.0
BER;202305231720;19.6;63.5
BER;202305231730;19.8;61.8
BER;202305231740;19.6;61.5
BER;202305231750;19.4;62.5
BER;202305231800;19.3;63.7
BER;202305231810;19.1;64.2
BER;202305231820;18.9;64.5
BER;202305231830;18.5;65.6
BER;202305231840;18.1;67.9
BER;202305231850;17.9;69.0
BER;202305231900;17.5;72.5
BER;202305231910;17.2;71.1
BER;202305231920;16.8;69.2
BER;202305231930;16.7;68.8
BER;202305231940;16.3;70.6
BER;202305231950;16.2;70.3
BER;202305232000;16.0;70.2
BER;202305232010;15.6;72.7
BER;202305232020;15.2;75.2
BER;202305232030;15.3;75.4
BER;202305232040;15.4;75.3
BER;202305232050;15.4;76.0
BER;202305232100;15.5;78.3
BER;202305232110;15.4;78.8
BER;202305232120;15.2;78.9
BER;202305232130;15.1;79.8
BER;202305232140;15.1;79.5
BER;202305232150;15.1;78.5
BER;202305232200;14.9;81.4
BER;202305232210;14.9;80.7
BER;202305232220;14.6;82.4
BER;202305232230;14.6;82.4
BER;202305232240;14.5;83.4
BER;202305232250;14.6;83.2
BER;202305232300;14.4;83.2
BER;202305232310;14.5;82.4
BER;202305232320;14.5;81.9
BER;202305232330;14.5;80.5
BER;202305232340;14.2;82.3
BER;202305232350;14.1;82.0
BER;202305240000;14.2;81.7
BER;202305240010;14.0;83.1
BER;202305240020;13.7;85.0
BER;202305240030;13.8;84.4
BER;202305240040;13.8;85.7
BER;202305240050;13.7;86.9
BER;202305240100;13.8;86.7
BER;202305240110;13.8;83.8
BER;202305240120;13.8;81.5
BER;202305240130;13.7;80.4
BER;202305240140;13.7;79.6
BER;202305240150;13.6;81.0
BER;202305240200;13.6;80.3
BER;202305240210;13.6;80.3
BER;202305240220;13.4;82.5
BER;202305240230;13.4;81.6
BER;202305240240;13.4;81.3
BER;202305240250;13.3;81.9
BER;202305240300;13.4;80.9
BER;202305240310;13.2;81.5
BER;202305240320;13.3;81.3
BER;202305240330;13.2;82.4
BER;202305240340;13.1;81.4
BER;202305240350;13.2;79.4
BER;202305240400;13.1;80.2
BER;202305240410;13.0;81.6
BER;202305240420;13.0;81.3
BER;202305240430;13.0;82.1
BER;202305240440;12.9;83.4
BER;202305240450;12.9;82.8
BER;202305240500;12.9;85.0
BER;202305240510;12.9;84.3
BER;202305240520;12.9;84.6
BER;202305240530;12.9;84.7
BER;202305240540;12.9;84.3
BER;202305240550;12.9;83.6
BER;202305240600;12.8;84.4
BER;202305240610;12.8;85.5
BER;202305240620;12.7;85.4
BER;202305240630;12.7;85.3
BER;202305240640;12.6;86.2
BER;202305240650;12.7;86.1
BER;202305240700;12.7;85.3
BER;202305240710;12.7;84.0
BER;202305240720;12.9;83.7
BER;202305240730;13.0;82.6
BER;202305240740;13.4;82.6
BER;202305240750;13.3;82.1
BER;202305240800;13.4;82.4
BER;202305240810;13.3;81.2
BER;202305240820;13.2;82.0
BER;202305240830;13.3;82.9
BER;202305240840;13.1;84.2
BER;202305240850;13.0;83.5
BER;202305240900;12.9;84.9
BER;202305240910;12.9;85.2
BER;202305240920;12.7;85.2
BER;202305240930;12.8;84.9
BER;202305240940;12.8;84.5
BER;202305240950;12.8;85.0
BER;202305241000;12.9;83.7
BER;202305241010;12.7;84.3
BER;202305241020;12.7;85.5
BER;202305241030;12.5;85.4
BER;202305241040;12.5;85.6
BER;202305241050;12.3;85.8
BER;202305241100;12.3;85.5
BER;202305241110;12.3;85.4
BER;202305241120;12.4;84.6
BER;202305241130;12.5;83.7
BER;202305241140;12.5;81.2
BER;202305241150;12.9;80.7
BER;202305241200;13.1;78.9
BER;202305241210;12.9;79.3
BER;202305241220;13.3;79.2
BER;202305241230;12.9;80.1
BER;202305241240;13.4;79.3
BER;202305241250;13.3;77.9
BER;202305241300;13.4;79.3
BER;202305241310;13.3;78.6
BER;202305241320;13.8;78.1
BER;202305241330;13.9;75.8
BER;202305241340;14.3;73.3
BER;202305241350;13.7;74.7
BER;202305241400;13.6;76.6
BER;202305241410;13.5;76.0
BER;202305241420;13.5;77.3
BER;202305241430;13.5;76.8
BER;202305241440;13.6;74.8
BER;202305241450;13.8;75.5
BER;202305241500;13.6;77.2
BER;202305241510;13.1;77.0
BER;202305241520;13.2;79.2
BER;202305241530;13.0;78.1
BER;202305241540;13.0;78.9
BER;202305241550;12.9;79.3
BER;202305241600;12.9;79.7
BER;202305241610;12.8;80.4
BER;202305241620;12.5;81.7
BER;202305241630;12.4;80.8
BER;202305241640;12.4;81.5
BER;202305241650;12.5;81.0
BER;202305241700;12.4;81.4
BER;202305241710;12.7;81.2
BER;202305241720;12.7;80.7
BER;202305241730;12.6;80.4
BER;202305241740;12.7;80.1
BER;202305241750;12.7;79.5
BER;202305241800;12.6;78.9
BER;202305241810;12.5;80.3
BER;202305241820;12.5;81.5
BER;202305241830;12.4;82.5
BER;202305241840;12.3;83.3
BER;202305241850;12.3;84.3
BER;202305241900;12.3;83.3
BER;202305241910;12.1;84.4
BER;202305241920;12.1;84.7
BER;202305241930;12.0;85.6
BER;202305241940;11.9;85.7
BER;202305241950;11.9;85.6
BER;202305242000;11.7;86.9
BER;202305242010;11.4;88.4
BER;202305242020;11.4;88.1
BER;202305242030;11.1;89.7
BER;202305242040;11.2;88.3
BER;202305242050;11.1;88.9
BER;202305242100;10.9;91.4
BER;202305242110;11.0;89.8
BER;202305242120;10.9;91.2
BER;202305242130;10.9;90.4
BER;202305242140;10.6;91.6
BER;202305242150;10.5;91.8
BER;202305242200;10.4;91.4
BER;202305242210;10.5;90.3
BER;202305242220;10.5;91.5
BER;202305242230;10.5;88.9
BER;202305242240;10.4;88.9
BER;202305242250;10.4;88.7
BER;202305242300;10.4;86.3
BER;202305242310;10.5;83.0
BER;202305242320;10.5;82.4
BER;202305242330;10.6;80.6
BER;202305242340;10.5;80.1
BER;202305242350;10.5;81.0
BER;202305250000;10.5;80.6
BER;202305250010;10.6;79.0
BER;202305250020;10.5;79.8
BER;202305250030;10.3;80.9
BER;202305250040;10.3;81.2
BER;202305250050;10.3;82.5
BER;202305250100;10.2;82.0
BER;202305250110;10.1;82.4
BER;202305250120;10.1;80.9
BER;202305250130;10.0;81.5
BER;202305250140;9.9;80.5
BER;202305250150;10.0;78.6
BER;202305250200;9.9;76.9
BER;202305250210;9.9;75.2
BER;202305250220;9.8;73.8
BER;202305250230;9.7;71.4
BER;202305250240;9.7;72.0
BER;202305250250;9.5;72.1
BER;202305250300;9.6;71.1
BER;202305250310;9.5;71.4
BER;202305250320;9.4;72.7
BER;202305250330;9.3;75.5
BER;202305250340;9.1;78.1
BER;202305250350;9.0;79.8
BER;202305250400;9.0;80.3
BER;202305250410;8.8;82.6
BER;202305250420;8.6;84.6
BER;202305250430;8.6;86.2
BER;202305250440;8.8;85.0
BER;202305250450;8.8;86.4
BER;202305250500;8.9;87.6
BER;202305250510;9.1;86.4
BER;202305250520;9.3;85.3
BER;202305250530;9.4;84.5
BER;202305250540;9.6;84.8
BER;202305250550;9.7;84.3
BER;202305250600;9.8;84.1
BER;202305250610;9.8;83.0
BER;202305250620;10.0;83.1
BER;202305250630;10.2;83.7
BER;202305250640;10.2;81.5
BER;202305250650;11.1;80.8
BER;202305250700;10.4;80.9
BER;202305250710;10.3;81.5
BER;202305250720;10.6;80.6
BER;202305250730;10.9;80.7
BER;202305250740;10.9;80.7
BER;202305250750;10.7;79.4
BER;202305250800;10.8;80.6
BER;202305250810;10.5;80.3
BER;202305250820;10.7;80.1
BER;202305250830;11.2;79.8
BER;202305250840;11.4;79.3
BER;202305250850;11.9;77.4
BER;202305250900;11.7;76.9
BER;202305250910;11.8;76.1
BER;202305250920;11.5;76.6
BER;202305250930;12.3;74.2
BER;202305250940;12.0;74.1
BER;202305250950;12.4;73.5
BER;202305251000;13.0;73.1
BER;202305251010;12.7;73.2
BER;202305251020;12.8;74.7
BER;202305251030;12.7;74.1
BER;202305251040;13.4;71.1
BER;202305251050;13.4;72.0
BER;202305251100;13.9;70.1
BER;202305251110;14.9;66.4
BER;202305251120;14.6;66.7
BER;202305251130;15.2;67.8
BER;202305251140;15.9;65.9
BER;202305251150;16.3;69.0
BER;202305251200;15.3;63.3
BER;202305251210;16.2;61.8
BER;202305251220;16.6;61.6
BER;202305251230;16.5;64.2
BER;202305251240;16.5;66.7
BER;202305251250;16.5;65.0
BER;202305251300;17.1;61.9
BER;202305251310;16.9;63.6
BER;202305251320;16.6;62.3
BER;202305251330;17.3;62.1
BER;202305251340;16.7;61.6
BER;202305251350;16.9;62.3
BER;202305251400;17.6;61.3
BER;202305251410;17.0;60.8
BER;202305251420;16.9;62.3
BER;202305251430;16.4;65.4
BER;202305251440;16.9;63.1
BER;202305251450;17.2;64.1
BER;202305251500;17.4;62.9
BER;202305251510;17.1;62.5
BER;202305251520;17.8;62.2
BER;202305251530;17.2;62.8
BER;202305251540;17.8;61.1
BER;202305251550;17.8;63.2
BER;202305251600;17.6;62.6
BER;202305251610;17.6;61.4
BER;202305251620;18.3;61.5
BER;202305251630;17.3;63.2
BER;202305251640;18.0;62.4
BER;202305251650;17.6;62.9
BER;202305251700;17.5;60.9
BER;202305251710;17.7;60.8
BER;202305251720;17.6;62.2
BER;202305251730;17.1;64.3
BER;202305251740;16.7;68.5
BER;202305251750;16.6;66.8
BER;202305251800;16.5;67.5
BER;202305251810;16.4;69.8
BER;202305251820;16.3;71.4
BER;202305251830;16.0;72.3
BER;202305251840;16.0;71.3
BER;202305251850;15.5;74.8
BER;202305251900;14.9;77.9
BER;202305251910;14.3;84.9
BER;202305251920;14.9;80.1
BER;202305251930;15.2;77.7
BER;202305251940;14.8;79.8
BER;202305251950;15.1;78.3
BER;202305252000;15.1;78.3
BER;202305252010;14.1;83.6
BER;202305252020;13.6;85.9
BER;202305252030;13.7;84.8
BER;202305252040;14.1;82.3
BER;202305252050;13.4;87.8
BER;202305252100;13.6;88.3
BER;202305252110;14.0;85.1
BER;202305252120;14.1;85.8
BER;202305252130;14.4;82.7
BER;202305252140;14.7;80.4
BER;202305252150;14.1;85.0
BER;202305252200;14.9;77.6
BER;202305252210;14.3;82.6
BER;202305252220;13.9;87.2
BER;202305252230;14.4;82.2
BER;202305252240;13.6;89.0
BER;202305252250;13.8;86.3
BER;202305252300;13.7;87.4
BER;202305252310;13.8;86.9
BER;202305252320;13.3;91.1
BER;202305252330;13.6;88.0
BER;202305252340;13.2;90.0
BER;202305252350;13.1;89.5
BER;202305260000;12.8;90.9
BER;202305260010;12.8;89.7
BER;202305260020;12.4;91.8
BER;202305260030;12.8;89.3
BER;202305260040;12.6;91.4
BER;202305260050;12.6;91.2
BER;202305260100;12.6;91.2
BER;202305260110;12.5;91.8
BER;202305260120;12.5;91.7
BER;202305260130;12.5;90.9
BER;202305260140;12.5;92.3
BER;202305260150;12.4;91.6
BER;202305260200;12.4;91.4
BER;202305260210;12.4;92.7
BER;202305260220;12.3;93.3
BER;202305260230;12.2;92.3
BER;202305260240;12.2;92.6
BER;202305260250;12.1;92.8
BER;202305260300;11.8;92.5
BER;202305260310;11.4;93.1
BER;202305260320;10.7;95.2
BER;202305260330;11.0;93.9
BER;202305260340;11.2;93.4
BER;202305260350;11.2;93.4
BER;202305260400;11.2;93.4
BER;202305260410;11.1;93.6
BER;202305260420;11.1;94.2
BER;202305260430;11.1;95.2
BER;202305260440;11.4;94.0
BER;202305260450;11.6;93.2
BER;202305260500;11.7;92.5
BER;202305260510;11.9;91.7
BER;202305260520;12.1;90.9
BER;202305260530;12.2;91.1
BER;202305260540;12.3;91.3
BER;202305260550;12.6;90.3
BER;202305260600;12.7;89.7
BER;202305260610;13.1;89.0
BER;202305260620;13.0;88.1
BER;202305260630;13.1;88.5
BER;202305260640;13.5;88.0
BER;202305260650;13.8;85.3
BER;202305260700;14.3;82.6
BER;202305260710;15.1;79.8
BER;202305260720;15.1;78.0
BER;202305260730;15.1;78.2
BER;202305260740;15.2;76.3
BER;202305260750;15.4;75.7
BER;202305260800;15.6;74.7
BER;202305260810;16.0;72.5
BER;202305260820;16.0;73.2
BER;202305260830;17.2;68.2
BER;202305260840;17.5;67.4
BER;202305260850;18.0;65.8
BER;202305260900;17.8;66.7
BER;202305260910;18.9;64.6
BER;202305260920;17.9;64.6
BER;202305260930;18.0;66.7
BER;202305260940;19.4;63.8
BER;202305260950;18.8;65.4
BER;202305261000;19.1;64.9
BER;202305261010;19.2;63.0
BER;202305261020;19.7;62.7
BER;202305261030;19.7;63.6
BER;202305261040;19.8;63.6
BER;202305261050;20.6;62.3
BER;202305261100;21.1;61.6
BER;202305261110;20.5;61.8
BER;202305261120;21.3;60.6
BER;202305261130;20.8;58.5
BER;202305261140;21.2;56.5
BER;202305261150;21.9;56.4
BER;202305261200;21.8;57.5
BER;202305261210;21.9;52.7
BER;202305261220;21.6;53.6
BER;202305261230;22.8;55.5
BER;202305261240;22.3;53.5
BER;202305261250;22.5;53.4
BER;202305261300;22.7;51.3
BER;202305261310;23.3;49.5
BER;202305261320;22.3;51.2
BER;202305261330;22.9;49.9
BER;202305261340;23.0;48.3
BER;202305261350;22.9;48.4
BER;202305261400;23.1;50.9
BER;202305261410;23.0;51.2
BER;202305261420;23.3;49.5
BER;202305261430;23.1;47.2
BER;202305261440;23.1;48.8
BER;202305261450;23.0;48.0
BER;202305261500;23.2;48.4
BER;202305261510;23.3;47.7
BER;202305261520;23.4;45.4
BER;202305261530;23.5;45.2
BER;202305261540;23.6;46.8
BER;202305261550;23.3;46.4
BER;202305261600;23.4;48.1
BER;202305261610;23.3;46.2
BER;202305261620;23.2;46.1
BER;202305261630;23.3;45.6
BER;202305261640;23.3;45.7
BER;202305261650;23.5;47.3
BER;202305261700;23.2;43.1
BER;202305261710;23.0;45.0
BER;202305261720;23.0;44.6
BER;202305261730;22.9;45.5
BER;202305261740;22.6;41.8
BER;202305261750;22.4;46.1
BER;202305261800;22.3;45.5
BER;202305261810;22.0;45.8
BER;202305261820;21.5;48.1
BER;202305261830;21.2;53.7
BER;202305261840;20.9;56.0
BER;202305261850;20.2;60.0
BER;202305261900;19.5;62.1
BER;202305261910;19.9;59.8
BER;202305261920;19.3;62.3
BER;202305261930;19.0;64.8
BER;202305261940;18.4;68.2
BER;202305261950;18.5;65.6
BER;202305262000;18.1;66.0
BER;202305262010;17.8;67.4
BER;202305262020;17.8;66.2
BER;202305262030;17.8;65.4
BER;202305262040;17.4;67.4
BER;202305262050;17.5;67.5
BER;202305262100;17.4;66.9
BER;202305262110;17.2;67.5
BER;202305262120;17.3;67.8
BER;202305262130;17.0;68.9
BER;202305262140;16.6;71.6
BER;202305262150;16.3;72.8
BER;202305262200;15.9;74.7
BER;202305262210;15.9;73.9
BER;202305262220;15.9;72.6
BER;202305262230;16.1;69.8
BER;202305262240;16.1;69.0
BER;202305262250;15.6;73.0
BER;202305262300;15.6;71.9
BER;202305262310;15.6;71.7
BER;202305262320;14.3;77.6
BER;202305262330;15.3;73.4
BER;202305262340;14.7;76.4
BER;202305262350;14.4;77.1
BER;202305270000;14.5;76.9
BER;202305270010;14.1;79.0
BER;202305270020;14.5;76.8
BER;202305270030;13.7;81.6
BER;202305270040;13.6;81.6
BER;202305270050;13.6;81.2
BER;202305270100;13.3;82.2
BER;202305270110;13.8;78.8
BER;202305270120;13.0;82.0
BER;202305270130;13.0;82.8
BER;202305270140;12.1;88.1
BER;202305270150;12.3;86.4
BER;202305270200;12.6;84.0
BER;202305270210;13.3;80.8
BER;202305270220;11.8;88.1
BER;202305270230;11.6;88.7
BER;202305270240;12.0;87.4
BER;202305270250;10.9;92.1
BER;202305270300;11.3;88.3
BER;202305270310;11.5;89.4
BER;202305270320;11.5;88.8
BER;202305270330;10.9;91.7
BER;202305270340;11.2;90.0
BER;202305270350;11.3;89.0
BER;202305270400;11.3;88.8
BER;202305270410;11.2;89.2
BER;202305270420;11.4;88.1
BER;202305270430;11.3;89.0
BER;202305270440;11.6;87.9
BER;202305270450;11.9;86.7
BER;202305270500;12.4;83.7
BER;202305270510;12.5;83.4
BER;202305270520;12.8;81.9
BER;202305270530;13.1;81.6
BER;202305270540;13.4;79.5
BER;202305270550;13.7;77.6
BER;202305270600;13.9;77.5
BER;202305270610;14.3;74.8
BER;202305270620;14.7;74.5
BER;202305270630;14.9;72.3
BER;202305270640;15.2;71.7
BER;202305270650;15.6;71.5
BER;202305270700;15.9;68.5
BER;202305270710;16.6;70.4
BER;202305270720;16.1;68.3
BER;202305270730;16.3;66.3
BER;202305270740;16.5;66.3
BER;202305270750;17.0;67.7
BER;202305270800;17.5;64.3
BER;202305270810;17.4;65.7
BER;202305270820;17.7;64.7
BER;202305270830;17.8;63.9
BER;202305270840;18.5;61.6
BER;202305270850;18.7;62.4
BER;202305270900;18.5;62.3
BER;202305270910;18.9;60.3
BER;202305270920;19.5;60.3
BER;202305270930;19.7;57.7
BER;202305270940;19.9;58.4
BER;202305270950;20.1;59.1
BER;202305271000;20.6;57.4
BER;202305271010;20.3;57.6
BER;202305271020;21.2;56.9
BER;202305271030;20.9;56.7
BER;202305271040;21.3;55.4
BER;202305271050;21.3;55.5
BER;202305271100;21.9;54.1
BER;202305271110;21.5;55.2
BER;202305271120;21.8;52.6
BER;202305271130;22.2;53.6
BER;202305271140;22.2;53.0
BER;202305271150;22.7;55.2
BER;202305271200;23.1;51.0
BER;202305271210;22.7;52.4
BER;202305271220;22.9;51.2
BER;202305271230;22.9;52.6
BER;202305271240;23.2;48.2
BER;202305271250;23.2;44.8
BER;202305271300;23.3;47.9
BER;202305271310;23.7;50.3
BER;202305271320;24.0;49.3
BER;202305271330;23.9;48.0
BER;202305271340;23.6;50.3
BER;202305271350;23.4;43.9
BER;202305271400;23.5;47.2
BER;202305271410;23.4;45.0
BER;202305271420;24.0;46.1
BER;202305271430;23.7;46.9
BER;202305271440;23.7;45.9
BER;202305271450;23.6;44.3
BER;202305271500;23.6;42.2
BER;202305271510;23.9;42.0
BER;202305271520;23.9;41.2
BER;202305271530;23.6;40.8
BER;202305271540;23.9;39.9
BER;202305271550;23.7;42.8
BER;202305271600;23.3;44.3
BER;202305271610;23.4;42.2
